Year,Brand,Model,Mileage,Engine Size,Fuel Type,Transmission,Price
2012,1,17,107136,4.7,1,1,11049.2
2019,1,18,186406,2.6,3,2,15086.3
2018,5,10,124866,5.3,2,1,26667.45
2017,4,4,5383,1.2,4,2,20862.18
2017,3,16,159552,5.6,3,2,23731.78
2005,1,17,227508,5.1,1,2,5000.0
2003,2,1,266623,3.6,3,2,9369.93
2000,4,6,70312,5.1,3,2,7073.54
2014,4,15,140869,1.8,3,1,8073.36
2018,4,15,5533,1.2,1,2,18081.64
2001,5,14,208766,4.5,2,2,11948.04
2018,5,10,264072,4.3,3,1,28004.24
2002,5,10,246603,4.1,1,1,5000.0
2008,5,14,137045,4.5,2,1,13746.04
2015,1,7,54105,1.3,2,1,12125.65
2017,5,3,211608,2.2,2,2,20728.53
2014,3,12,86374,3.1,3,1,20641.46
2001,1,7,206800,5.6,1,1,5000.0
2017,3,13,147590,2.6,3,1,11957.93
2003,5,10,217101,3.5,3,2,9570.04
2001,2,1,153383,5.0,3,2,18045.52
2008,2,19,84358,2.4,1,2,13518.47
2011,2,1,35499,5.6,3,2,31553.46
2017,5,10,105526,5.1,2,1,28602.71
2014,5,3,78285,5.9,4,2,38129.67
2008,2,2,37602,2.9,4,2,27940.93
2017,3,16,275195,1.1,4,2,8395.85
2002,4,4,46101,1.1,2,1,5000.0
2023,2,2,182206,3.6,1,1,25622.33
2016,4,15,189823,1.3,1,2,10274.35
2004,3,12,2563,1.9,3,2,8361.77
2007,3,12,14770,3.9,1,1,6767.47
2000,2,2,206280,3.9,4,2,9025.22
2021,4,8,178226,4.6,1,2,23369.21
2014,5,10,177365,3.8,2,2,22869.58
2010,4,6,55644,1.6,3,1,14814.2
2015,4,15,120021,5.0,2,1,17555.34
2019,1,18,31984,2.6,2,2,22402.33
2000,1,9,242678,3.6,2,2,5000.0
2020,2,2,26739,2.5,4,1,30585.26
2021,3,12,264159,1.9,3,2,17492.84
2009,1,9,151504,2.4,3,2,8757.73
2006,1,9,22715,2.2,2,1,7705.95
2004,1,7,286862,1.0,4,2,5000.0
2014,1,7,170315,2.5,4,2,8164.6
2015,4,8,13020,4.8,3,2,24692.42
2016,1,17,90,3.1,1,1,18088.57
2012,1,9,178579,2.2,4,1,12425.6
2005,5,14,260160,1.3,4,1,9577.05
2019,5,10,147022,2.9,2,1,27223.33
2002,1,17,167299,2.2,4,2,5000.0
2018,2,20,98491,5.3,3,2,35950.96
2002,4,8,120494,3.2,3,2,5000.0
2014,3,11,42827,1.6,1,1,11078.32
2004,2,20,32577,3.0,3,1,22952.2
2006,2,19,32058,4.0,3,1,26527.77
2004,5,14,31753,5.8,2,1,18324.43
2016,1,9,273499,4.9,4,2,16173.1
2019,3,12,295736,3.5,2,1,8760.69
2010,2,2,35321,5.6,1,1,24238.89
2016,1,17,20788,5.4,1,1,27423.39
2004,5,5,133073,5.8,1,2,21774.67
2003,1,7,242157,4.4,2,1,5000.0
2017,3,13,82475,4.6,2,2,17109.1
2001,1,9,53194,4.6,2,2,10170.68
2011,3,13,99345,3.5,4,1,15970.33
2012,3,11,224074,5.6,4,1,11509.17
2014,5,14,26392,4.2,4,1,26159.82
2017,2,20,97514,3.0,1,2,31272.33
2008,4,4,66850,4.7,4,2,17446.73
2023,3,16,40924,1.4,3,2,32628.95
2008,5,3,225749,4.8,2,2,17010.68
2018,3,13,179579,3.3,2,2,13531.6
2020,3,13,11780,4.3,3,1,28331.6
2016,2,19,126257,2.7,1,2,28146.88
2023,4,15,8717,6.0,1,1,29737.73
2013,5,14,20131,2.4,1,1,28707.3
2020,4,4,238316,5.9,1,1,18306.34
2014,5,3,42810,1.6,3,1,27621.43
2011,3,13,248005,5.6,4,2,15141.48
2004,2,19,124430,1.6,3,1,12138.21
2008,2,20,258025,1.8,4,1,5000.0
2009,4,15,238389,5.2,3,2,7302.75
2010,2,20,274309,3.8,4,1,12584.8
2005,2,19,17137,3.8,1,1,17338.34
2002,3,13,48982,3.5,4,1,5000.0
2013,5,10,58861,2.7,4,1,29358.56
2005,3,13,267316,3.9,1,2,5000.0
2001,4,15,10896,1.6,2,1,5000.0
2009,4,4,247219,5.7,4,1,7702.33
2015,5,14,9399,3.0,1,2,31969.36
2011,5,10,261069,3.8,1,1,7698.33
2012,5,5,190588,3.9,1,2,22421.65
2007,5,5,59268,5.0,4,1,20471.16
2005,2,2,220044,3.0,3,1,7973.55
2023,5,3,30980,4.4,4,1,36496.92
2005,3,11,288540,4.5,4,2,5000.0
2008,4,4,61364,2.9,4,1,9459.53
2006,4,8,256714,5.3,1,1,5000.0
2012,1,7,295621,1.6,4,2,5000.0
2010,5,5,59450,5.9,3,1,32268.32
2023,5,3,206559,1.5,4,1,26898.16
2014,1,17,175437,5.4,1,1,16905.6
2015,1,9,207578,1.3,3,1,8087.81
2021,2,19,184822,3.7,3,1,28762.86
2011,2,1,88357,4.6,4,1,28525.91
2009,3,12,72458,4.6,2,2,9248.14
2016,3,11,243560,1.5,1,1,5000.0
2019,2,1,154820,2.4,1,2,29286.65
2015,2,1,109158,5.0,3,1,35647.67
2010,1,17,130613,5.3,4,1,17528.22
2013,3,11,202875,4.1,2,1,11636.17
2000,2,20,285789,5.5,4,1,5000.0
2009,2,19,129700,4.5,1,2,19404.84
2000,5,5,83687,4.4,1,2,12870.32
2000,3,16,244754,2.2,4,2,5000.0
2004,3,13,190667,2.8,2,2,5000.0
2013,1,9,28774,3.5,4,1,20393.0
2011,2,20,70639,2.5,2,1,14886.06
2022,1,7,93775,3.2,1,1,24885.56
2021,3,12,299105,5.0,3,1,14789.34
2008,4,8,233380,4.5,2,2,5008.29
2021,3,12,290814,3.0,4,2,14160.78
2000,5,10,190412,4.1,2,1,5829.97
2016,5,5,244867,3.7,4,1,16334.62
2023,5,3,150566,4.8,1,2,32810.35
2004,4,6,44209,5.6,4,2,15582.28
2015,3,13,180619,1.5,2,2,8709.42
2020,2,1,231924,1.1,1,1,19720.29
2008,5,3,148010,2.0,2,2,11869.43
2007,4,15,279246,5.7,2,1,5000.0
2023,5,5,264375,1.1,1,1,23581.03
2003,2,1,134810,5.0,2,2,14120.86
2011,1,18,275845,1.7,4,2,5000.0
2022,2,1,284220,5.5,4,1,29540.79
2003,2,19,150124,4.0,1,2,12143.96
2023,4,15,239565,4.3,3,2,19747.79
2002,5,14,181234,3.9,1,1,8078.68
2010,5,5,293294,5.6,2,1,12931.54
2006,1,18,125533,5.2,3,2,14840.66
2015,4,6,103949,5.9,2,2,23680.07
2019,2,2,36602,3.5,2,1,31717.4
2001,2,2,171333,4.2,2,2,14538.29
2002,2,20,7620,5.6,1,1,20806.91
2018,1,7,198402,4.3,1,1,13898.98
2001,4,8,160344,1.4,1,1,5000.0
2005,3,12,183410,5.9,2,1,5068.0
2012,1,17,147298,3.1,4,1,15548.28
2005,5,3,20061,3.9,2,2,15894.11
2017,1,17,50718,1.1,3,1,14117.49
2001,3,12,130980,5.1,1,1,5000.0
2014,1,9,135371,2.6,2,2,12544.59
2013,5,14,159452,4.0,2,2,21390.06
2016,4,6,194468,5.4,1,2,20307.91
2013,4,8,133266,2.7,3,2,11874.9
2017,4,15,17740,2.5,2,2,16502.06
2002,1,18,78861,5.7,1,1,5876.04
2021,1,17,27792,3.3,1,1,23837.67
2007,2,2,125786,2.8,3,1,22944.36
2004,2,20,156505,3.7,4,1,16439.06
2012,5,3,2493,4.0,4,2,36080.41
2016,1,17,116991,3.1,2,1,10333.98
2000,5,3,142020,2.1,3,2,13596.3
2019,1,18,2987,4.2,3,2,29488.05
2023,3,13,200311,4.0,3,1,25119.46
2008,1,7,103363,4.3,4,2,15784.78
2010,3,16,65036,5.4,3,2,21274.12
2003,3,11,276356,4.3,3,2,5951.27
2016,5,3,91398,4.1,4,1,30509.59
2022,3,13,36330,3.5,1,2,25117.8
2000,1,18,290146,4.8,1,1,5000.0
2015,1,18,168411,4.1,3,1,13310.61
2009,5,3,31640,4.1,1,2,29416.19
2000,2,19,112693,2.6,1,2,10938.38
2014,1,17,66092,4.7,2,1,12130.45
2020,4,6,8942,2.9,1,1,27252.15
2021,4,8,130832,6.0,3,2,25805.02
2022,3,12,270440,1.5,2,1,8485.44
2001,5,10,243530,2.6,1,2,5000.0
2021,3,11,172555,3.4,1,2,16542.33
2003,4,8,286109,1.2,1,1,5000.0
2010,5,3,47246,3.3,3,1,22424.42
2017,3,12,294249,1.3,3,2,10694.15
2005,3,16,167457,3.3,2,1,5000.0
2009,5,5,194253,3.5,1,1,9508.7
2016,1,17,95404,2.7,2,1,8729.98
2019,3,11,10599,4.4,3,2,26598.98
2012,2,2,46085,2.0,2,1,20933.74
2011,4,15,120899,1.9,3,1,14671.52
2003,5,3,185823,4.4,3,2,21121.21
2012,2,1,156497,5.4,3,2,29632.97
2000,2,19,203750,2.1,3,2,5274.9
2022,4,6,80755,5.2,1,1,22965.09
2010,5,10,168732,2.8,1,2,20587.12
2000,1,9,181757,1.9,2,2,5000.0
2012,4,6,297735,2.7,4,1,5000.0
2005,1,17,89797,2.3,4,2,9470.02
2009,3,16,262257,4.4,2,2,5531.46
2022,5,10,66226,5.6,3,1,40710.96
2009,3,13,154081,4.6,1,1,7718.24
2017,5,3,226639,1.9,3,1,19094.32
2010,2,20,163740,4.0,2,1,14304.13
2010,1,7,157221,2.1,1,2,5516.47
2014,3,16,294415,5.5,1,1,5000.0
2022,3,16,119219,3.8,3,2,23145.78
2001,3,11,64592,1.2,3,1,5000.0
2018,3,13,13586,1.9,2,2,15302.86
2001,3,12,254299,4.5,1,2,5000.0
2018,4,6,287311,2.2,1,1,7588.14
2007,2,20,86230,5.4,2,2,17944.03
2003,4,6,215339,5.4,4,1,5000.0
2000,4,8,219206,5.8,3,2,5766.28
2023,5,10,78632,2.2,3,2,37388.5
2008,5,3,201448,2.5,3,1,18944.21
2006,1,17,153243,1.6,2,2,5000.0
2002,3,12,147818,4.7,1,2,5000.0
2021,3,12,55292,5.2,3,1,30675.7
2004,5,3,267367,1.9,2,2,7941.46
2011,1,18,238662,4.0,2,2,6150.62
2003,5,5,210710,2.7,4,2,9249.54
2016,1,18,205396,2.0,2,1,5851.12
2007,4,15,110194,3.5,1,2,10937.08
2018,4,4,149540,6.0,2,2,19314.16
2005,5,14,69410,1.8,1,2,16223.78
2013,4,15,63816,5.7,3,1,24519.72
2020,1,17,244376,5.9,4,2,20999.17
2000,1,17,229089,5.2,3,2,5567.88
2015,1,9,44997,1.6,2,1,12532.31
2006,2,19,22719,1.7,1,1,12894.84
2018,2,1,62426,2.9,4,2,35632.23
2016,5,14,75451,5.1,4,2,31972.43
2012,1,18,60684,2.1,1,1,13004.02
2009,1,18,184669,2.4,3,2,10819.6
2004,2,1,280336,1.3,1,1,5000.0
2002,1,18,182713,4.1,3,2,6077.95
2010,1,17,258011,5.0,1,2,5000.0
2000,1,9,244947,1.8,2,1,5000.0
2003,3,12,27254,4.4,3,1,9038.27
2022,2,1,149855,2.9,4,1,35225.94
2015,2,19,207140,2.3,2,2,19254.71
2022,2,2,296370,1.5,3,1,21244.92
2001,5,5,19320,2.3,3,2,16555.89
2023,2,1,144804,3.5,1,2,31015.56
2019,3,12,193952,5.4,3,2,24487.5
2001,5,14,169847,4.8,4,2,9164.09
2017,3,16,70574,1.8,2,1,9517.77
2016,2,20,49299,2.1,3,1,28775.07
2003,1,17,198198,5.9,2,2,8743.0
2019,1,17,208553,2.5,4,2,16875.66
2022,3,12,126898,2.6,3,2,19887.67
2021,4,8,181863,3.8,1,1,11509.17
2020,4,6,12064,5.3,1,1,22179.94
2019,2,19,241960,4.6,3,1,24318.77
2001,3,12,140758,5.2,3,1,10270.99
2001,2,1,50455,5.6,2,1,16981.51
2021,3,11,218875,4.7,2,2,19139.57
2013,5,14,70651,5.1,3,2,28689.45
2019,4,6,72377,3.8,3,2,31415.07
2017,5,14,117110,3.1,2,1,28778.7
2019,3,13,30261,1.2,2,2,20724.72
2020,3,11,20012,4.0,1,1,26915.94
2021,4,4,195716,5.6,4,1,26039.32
2009,5,10,157400,5.5,1,1,20484.48
2002,2,20,279822,4.9,2,2,5507.44
2013,1,7,34360,5.3,2,1,17647.97
2022,3,16,258852,4.1,3,1,18243.78
2021,1,9,261731,5.6,3,2,19810.41
2022,1,9,84943,1.5,3,2,22379.23
2019,1,9,255287,5.8,1,1,10530.57
2022,3,11,232090,4.9,4,2,23966.08
2015,2,1,146079,3.8,4,1,22172.06
2014,1,18,275070,1.3,4,1,5000.0
2018,4,8,71927,3.4,1,2,19731.6
2010,4,4,154194,3.5,3,2,16099.81
2015,1,7,137390,5.8,4,2,24728.2
2020,5,5,158025,5.6,3,2,36248.28
2017,5,10,280780,5.1,4,2,23162.21
2003,5,5,188766,2.2,2,2,7621.93
2003,5,14,69501,2.2,1,1,5947.8
2023,2,20,293194,2.6,4,1,25818.07
2003,2,19,173355,5.2,3,2,22526.4
2004,1,7,232183,5.0,2,2,6155.69
2009,5,10,225101,1.6,2,2,7197.4
2016,5,3,212104,4.0,3,2,29521.68
2019,5,10,277926,5.6,3,1,24946.3
2012,5,3,183962,2.4,4,2,22438.15
2010,1,18,152581,2.8,1,2,6629.06
2022,3,12,256805,4.5,4,1,16980.22
2016,4,6,52719,4.2,4,1,16863.47
2017,1,7,5513,4.9,3,2,31417.23
2006,4,4,76125,2.3,2,1,5000.0
2015,4,6,59561,5.2,2,2,19216.31
2014,5,3,236712,3.7,3,1,20880.13
2020,3,12,246727,3.0,4,2,14455.63
2022,2,20,16533,3.8,2,1,31091.95
2006,4,15,139525,4.2,2,2,10187.04
2008,3,12,297506,4.8,1,2,5000.0
2022,4,6,98434,5.1,4,1,25274.52
2002,3,11,57868,1.2,3,2,5000.0
2006,1,9,68551,4.1,3,1,10964.37
2005,1,9,283476,3.3,4,1,5000.0
2001,5,14,55748,1.2,1,2,5000.0
2012,4,8,208956,4.7,2,2,11535.49
2016,1,17,280462,1.0,2,2,5000.0
2022,4,6,104210,6.0,2,2,27691.71
2007,2,2,255186,5.9,3,2,15430.03
2020,5,10,178975,5.9,3,1,32363.26
2001,3,13,263334,2.9,2,1,5000.0
2003,4,8,16336,4.4,2,1,7502.12
2011,3,11,201941,2.2,4,2,8618.88
2021,4,15,3347,2.0,1,2,24753.02
2008,2,2,96314,5.2,2,2,24974.0
2000,4,4,201010,4.8,2,2,5000.0
2021,1,17,179342,5.7,3,2,27728.24
2023,1,9,199538,1.5,4,1,18615.58
2000,4,15,243665,4.0,3,1,5000.0
2008,4,4,225888,2.3,3,1,5922.3
2002,5,5,131659,4.9,4,2,20517.94
2012,1,7,282409,1.5,1,2,5000.0
2023,5,5,87648,5.9,1,1,37148.98
2011,4,6,109712,3.8,4,2,15020.46
2010,1,18,204930,4.8,2,2,5000.0
2021,1,17,155782,3.6,4,2,26293.22
2002,5,10,167895,5.7,2,1,12253.37
2011,2,19,148675,4.6,3,2,22036.83
2006,2,1,258730,4.7,3,2,14587.53
2001,4,15,170431,2.2,1,1,5000.0
2023,2,2,169303,4.2,2,1,31476.9
2014,2,19,70978,4.0,3,1,33358.88
2014,2,2,132404,3.4,1,2,28078.01
2005,2,2,119233,5.6,1,2,22726.01
2009,4,4,51868,5.3,4,1,12886.22
2012,1,9,82690,2.0,2,1,9170.76
2022,4,8,241045,3.0,4,1,18387.38
2008,1,17,28571,1.9,4,2,8694.28
2004,2,2,142050,2.1,4,1,7497.47
2020,2,19,239656,4.4,1,2,23445.73
2014,1,18,262105,3.5,2,1,6168.72
2003,1,7,36725,5.6,4,1,10124.15
2022,3,13,292558,5.1,1,1,16599.97
2020,3,13,240736,2.7,4,1,17310.56
2009,2,1,178805,1.2,3,1,18107.24
2009,1,17,9897,3.3,1,2,9415.8
2000,3,11,48214,4.9,2,2,5373.15
2020,1,9,147266,4.2,4,2,20483.49
2000,3,13,103171,4.1,2,1,5000.0
2021,5,3,59210,5.9,2,2,35830.61
2004,4,6,24655,2.6,4,2,10375.34
2015,3,12,295950,4.3,2,1,5000.0
2003,2,1,43711,1.1,1,1,12348.39
2009,3,12,171080,3.1,1,2,9847.46
2000,1,7,86684,5.6,2,1,8323.2
2001,4,8,97368,5.4,3,1,7021.0
2015,3,13,119336,4.3,3,2,21595.46
2019,5,10,217698,5.1,1,2,27038.75
2001,5,14,121113,4.2,3,1,10775.75
2003,4,8,119429,2.9,2,2,5000.0
2005,2,19,77882,4.8,4,2,26360.94
2022,1,7,272561,1.4,1,1,5484.64
2007,3,12,155481,5.2,2,1,9536.55
2011,1,7,112192,4.5,2,2,12001.28
2015,3,11,6892,1.6,4,1,15811.46
2009,4,6,20501,2.4,1,2,12650.68
2012,5,3,258860,5.7,3,2,23153.32
2017,5,10,12024,5.0,1,2,34678.13
2004,5,5,158980,1.2,4,1,6689.18
2023,2,1,126789,4.1,3,1,35107.96
2001,4,6,294171,3.3,4,2,5000.0
2004,5,14,167875,1.3,1,2,7065.29
2012,3,12,17318,4.9,2,1,19955.59
2016,3,13,172392,1.0,4,1,13489.62
2023,4,6,195738,2.3,3,1,17311.81
2001,5,5,96237,1.2,2,1,5000.0
2001,1,7,91787,2.5,3,2,7094.66
2011,5,14,17891,5.5,2,2,25649.44
2003,3,16,21802,3.4,2,2,5000.0
2018,1,18,104660,5.4,1,1,18060.72
2016,1,18,83496,5.8,4,1,25664.21
2022,2,2,90163,4.4,2,2,31630.99
2016,2,19,170807,3.2,1,2,26207.2
2015,3,13,123069,5.6,2,2,24029.2
2016,3,13,51723,2.5,4,2,17255.52
2005,1,17,109191,5.7,4,1,13453.93
2003,1,18,97266,2.1,3,1,5127.92
2015,1,18,167268,4.1,2,1,16757.27
2003,1,9,11733,3.2,4,1,11163.21
2011,3,16,230968,5.5,3,1,13904.31
2013,5,5,104499,5.3,1,2,32044.21
2016,1,18,136023,4.5,4,2,19030.44
2014,3,11,294014,2.5,3,2,10662.74
2022,2,19,107758,3.3,3,1,39982.52
2021,1,17,206797,2.5,3,2,17634.4
2016,5,10,269972,5.5,2,2,17913.79
2012,1,17,56394,4.0,2,1,15870.3
2023,3,12,295164,2.0,1,1,8931.78
2018,1,17,233331,2.4,2,2,6529.34
2019,1,17,220982,2.9,1,2,10427.31
2021,3,12,294635,4.7,2,2,18538.12
2021,1,9,207567,5.0,2,2,22743.79
2008,5,14,99528,1.0,4,1,12645.01
2023,3,11,77093,3.9,2,1,20457.07
2008,4,6,229531,3.1,4,1,5000.0
2012,3,13,266203,4.2,3,2,9141.19
2020,3,11,160182,3.6,4,2,18076.98
2023,2,1,118384,1.8,4,1,29450.28
2008,5,10,238447,3.7,2,1,10122.62
2017,2,20,16270,4.3,2,2,34563.66
2009,5,3,61256,5.8,3,2,29063.77
2009,2,1,173505,4.1,4,1,15430.48
2001,1,9,40931,1.4,4,1,5000.0
2006,5,10,268721,1.7,1,2,5000.0
2008,5,5,190167,5.5,4,2,23851.6
2000,2,19,49165,4.3,3,2,18899.87
2014,5,10,174970,1.7,2,1,17043.7
2018,5,5,97327,4.0,2,1,27403.7
2011,1,7,40505,2.9,1,2,15036.82
2021,3,11,64506,4.5,3,2,28406.48
2013,3,13,46332,2.6,2,2,17264.1
2022,5,14,166952,4.0,3,1,37828.59
2021,5,3,199196,2.6,4,1,28494.59
2002,2,20,122774,5.4,2,1,11353.62
2022,5,14,195609,1.4,1,2,26374.09
2000,4,6,155316,2.3,4,2,5000.0
2015,2,1,294447,1.1,4,2,18372.97
2014,1,7,211820,2.1,1,2,5000.0
2008,2,20,60064,4.6,2,2,27144.91
2018,1,17,114697,3.8,4,2,23989.23
2021,4,8,21930,2.0,4,2,29704.39
2014,1,17,13542,3.4,2,1,20193.51
2004,5,3,44409,2.8,4,2,15791.97
2001,1,18,9495,4.6,3,1,15153.02
2021,3,12,92251,2.4,4,2,19812.66
2006,1,9,264073,2.2,1,1,5000.0
2020,3,16,170853,3.8,4,2,25737.34
2019,3,12,148043,1.4,3,2,23300.41
2003,3,16,171967,3.5,2,1,5000.0
2003,1,17,275589,1.7,3,1,5000.0
2014,4,8,178978,1.3,4,1,6041.5
2008,2,19,139879,4.1,3,2,22166.35
2011,2,2,223701,3.2,3,1,21552.4
2001,2,2,218599,5.7,1,1,5000.0
2013,4,4,132339,4.2,2,2,10332.77
2016,2,20,65216,1.5,3,1,26161.94
2008,4,4,284478,2.4,1,1,5000.0
2012,1,7,94197,2.3,2,2,10488.23
2019,2,2,265219,4.6,2,1,18458.36
2002,1,7,175774,4.9,3,2,7656.4
2010,5,5,27967,3.3,1,2,25951.82
2010,1,9,225240,5.1,3,1,8348.47
2016,5,14,85456,4.1,2,2,33514.01
2010,3,16,254073,4.2,1,2,5000.0
2018,4,8,277287,4.0,4,2,12477.82
2010,1,18,249569,3.0,4,1,5000.0
2006,4,15,206426,5.0,1,1,5000.0
2020,3,11,298713,1.2,3,1,6133.75
2003,1,7,110249,5.3,4,1,10449.18
2014,1,7,31366,1.5,1,2,11770.5
2010,2,19,146054,4.0,3,2,24160.76
2009,1,18,46102,3.9,3,1,16926.18
2001,4,8,179196,4.5,3,2,5000.0
2016,1,17,137631,2.9,2,1,7048.66
2023,4,6,194549,5.4,1,1,25943.16
2020,4,15,109476,3.2,2,1,18900.54
2008,4,6,57693,5.4,3,1,18651.16
2019,2,20,182714,3.7,1,2,28851.93
2011,4,8,187593,3.0,2,2,5000.0
2020,2,1,27733,4.0,3,1,38373.37
2011,1,17,75526,5.4,3,1,17088.89
2023,2,20,142760,1.0,2,1,28453.64
2011,4,15,55346,1.2,4,2,8640.74
2017,2,2,289311,2.9,2,2,16952.21
2013,2,1,3874,5.9,3,1,32656.25
2004,2,2,252655,1.2,4,1,7767.04
2017,5,14,112337,4.5,4,2,29888.26
2021,3,13,113472,2.0,4,1,23786.35
2005,4,4,48962,4.8,2,1,12917.27
2005,4,8,282284,3.7,4,2,5000.0
2017,4,6,286555,2.4,3,1,9927.77
2015,2,2,158321,4.9,2,1,24068.02
2014,4,4,141324,2.4,3,2,19823.92
2023,5,10,157681,3.9,2,2,27713.03
2009,4,6,195530,2.2,3,1,5000.0
2001,1,18,226609,2.4,1,2,5000.0
2015,5,5,60491,5.5,1,2,33855.09
2011,4,4,109453,5.9,1,2,18699.53
2001,5,5,139874,4.6,2,1,13702.46
2013,5,10,72168,4.4,2,2,29429.16
2014,5,10,205322,2.8,1,1,20444.63
2012,1,17,51453,2.8,4,1,14213.85
2010,3,16,98461,3.4,2,1,6531.45
2021,4,4,287036,4.1,3,1,18186.55
2000,3,11,208328,3.3,1,1,5000.0
2011,5,3,286069,4.5,3,2,16497.24
2002,3,16,205284,3.0,3,2,5000.0
2012,3,13,296101,1.3,3,1,6006.39
2008,4,6,11115,4.2,1,2,14397.01
2007,2,20,52969,5.4,2,2,19244.07
2011,5,10,199699,1.6,2,1,10002.13
2016,4,4,171634,3.2,3,1,20601.88
2001,5,10,284267,1.6,3,1,5000.0
2009,5,3,261053,1.8,2,2,6551.02
2001,2,1,105693,2.1,4,1,11980.32
2010,2,1,102487,2.1,2,2,17733.88
2017,2,19,26440,2.5,4,1,33902.73
2005,1,18,202382,4.0,3,2,5000.0
2015,5,10,148757,2.5,4,1,22917.63
2010,4,15,26119,1.7,4,1,13443.12
2001,3,16,98506,5.3,3,1,8918.16
2017,5,10,87903,5.9,3,1,35558.11
2004,5,14,279705,2.5,4,1,5000.0
2008,3,12,239561,5.9,3,2,9430.6
2008,5,14,40792,4.3,3,2,28929.27
2006,5,3,140164,1.3,2,2,12481.54
2010,3,11,161787,3.2,3,2,12620.83
2005,1,18,33935,3.8,4,1,7101.97
2014,1,9,226677,4.3,1,1,12211.47
2009,3,12,2129,5.9,2,1,14289.04
2006,4,4,244739,2.8,3,1,5162.62
2018,1,9,281114,1.2,1,1,5000.0
2016,3,16,88949,3.7,3,1,17704.65
2002,1,7,183637,2.4,1,2,5000.0
2015,4,6,243056,3.2,4,2,12826.71
2014,2,1,136349,5.1,3,2,33494.73
2006,2,1,19760,3.9,1,2,20681.02
2022,4,8,46821,2.1,1,1,16241.49
2017,4,8,8978,5.2,3,1,26136.58
2016,2,1,255744,2.9,1,1,11539.13
2013,2,19,94632,4.1,2,1,20516.3
2011,1,9,126116,2.8,4,2,14210.93
2007,2,20,126807,3.1,4,1,16975.94
2014,5,10,46768,5.7,4,2,32936.26
2018,5,5,118166,5.4,3,2,36757.12
2022,3,11,229741,5.0,4,2,18267.29
2005,1,7,291189,3.7,4,1,5000.0
2015,1,9,56622,2.4,3,1,20393.02
2005,5,14,248009,2.1,2,2,7992.13
2021,3,11,183632,1.4,3,2,14234.47
2020,2,1,263950,1.2,2,2,20622.12
2023,5,5,12164,5.1,2,2,43085.36
2011,3,11,189991,5.8,1,1,10427.05
2007,5,10,130513,5.9,2,2,20528.52
2015,1,9,124118,5.7,3,2,25666.3
2010,4,8,75764,4.8,1,1,8152.46
2000,5,10,145828,1.6,4,2,5000.0
2015,4,6,162301,1.5,3,2,10355.59
2014,4,8,167201,3.2,2,2,15701.13
2015,4,8,127553,1.1,3,1,8733.21
2011,4,6,173214,4.1,3,1,10528.99
2020,4,4,14267,5.1,2,2,24415.61
2002,2,2,245844,4.0,2,2,5000.0
2019,2,20,200962,5.5,3,2,29290.23
2011,1,7,38757,2.4,2,2,11983.77
2013,2,20,175312,2.5,4,2,20224.0
2005,5,3,265442,5.6,1,1,10467.21
2008,4,15,203220,5.7,3,2,12013.73
2016,1,7,270305,4.7,1,2,9628.31
2015,3,13,261652,1.1,4,1,7343.94
2010,3,13,212530,5.7,4,2,14308.04
2010,4,15,57551,4.4,2,1,11513.4
2005,1,18,126244,3.6,4,2,10105.49
2013,2,1,277252,5.2,3,2,20446.86
2004,1,18,114275,2.4,3,1,7630.35
2014,4,6,257978,2.0,3,1,5598.28
2002,5,3,164044,4.6,1,1,7958.69
2014,4,6,186212,2.9,3,2,15391.89
2021,4,8,167931,2.7,3,1,18565.33
2013,2,1,210294,2.2,1,1,9460.93
2023,3,16,116137,5.1,2,1,26745.42
2013,4,15,253057,5.3,4,1,8099.26
2004,3,13,75718,4.5,3,1,11094.75
2005,2,2,60174,1.1,1,2,15533.3
2020,3,16,180717,4.2,1,2,14448.87
2004,1,7,389,1.4,1,1,5000.0
2014,4,4,129058,1.1,3,2,13830.52
2007,4,4,252987,3.9,1,1,5000.0
2022,1,17,252746,1.8,3,1,19208.16
2021,3,13,180002,4.2,1,1,18110.51
2021,2,1,184169,4.3,4,1,30888.01
2021,3,13,208385,3.4,1,1,18348.85
2003,2,19,288271,1.5,3,2,9265.01
2000,2,20,203424,2.0,4,2,9986.32
2021,4,6,32784,5.8,1,1,25567.41
2011,4,15,271052,3.2,1,1,5000.0
2009,1,17,152089,2.1,1,1,5000.0
2001,4,15,223554,3.4,4,1,5000.0
2012,5,5,243384,3.3,4,2,17254.55
2011,2,20,17254,4.6,3,2,31538.23
2004,3,11,184290,1.8,3,1,5000.0
2000,2,2,43495,2.5,4,1,13628.11
2001,3,13,232504,4.7,1,1,5000.0
2001,1,17,31602,2.7,4,2,5285.02
2019,1,7,94811,3.4,1,2,20280.16
2008,1,7,115020,4.6,3,1,14235.86
2020,4,15,101119,2.3,2,1,12338.23
2023,3,13,91153,1.8,2,2,16456.09
2010,2,2,105248,2.6,3,2,24315.98
2000,5,3,248259,5.5,3,1,10499.82
2010,5,3,169000,5.1,4,2,25218.83
2022,2,2,217386,4.6,4,2,32699.56
2014,3,13,296406,3.4,2,2,5000.0
2003,3,12,69100,5.0,3,1,14506.76
2003,3,13,229425,5.3,3,2,9379.59
2021,5,3,91918,2.4,4,1,33398.17
2016,1,9,214384,4.0,3,2,22078.63
2007,4,4,235627,1.5,3,2,5000.0
2018,3,13,220329,5.6,3,1,20323.39
2006,1,9,268479,4.4,2,1,5000.0
